sample_id,negative_type,gene_ids,target_size,actual_size,seed,split,source_pathway_id,source_database,source_family,source_pathway_id_1,source_pathway_id_2,source_pathway_id_3,source_family_1,source_family_2,source_family_3,kept_fraction,replaced_fraction,replacement_fraction,n_kept,n_replaced,contribution_fraction_1,contribution_fraction_2,contribution_fraction_3,random_fill_count,max_overlap_with_curated,closest_curated_pathway
TRAIN_NEG_seed42_full_replacement_shuffled_0035,full_replacement_shuffled,"AT1G07120,AT1G13290,AT1G16980,AT1G31760,AT1G51840,AT1G55280,AT1G80520,AT2G14255,AT2G19210,AT2G20520,AT2G34655,AT2G34940,AT2G35795,AT2G37125,AT2G37678,AT2G37970,AT2G40760,AT2G43530,AT3G05070,AT3G16800,AT3G24810,AT3G44235,AT3G54340,AT4G02541,AT4G04470,AT4G04640,AT4G14280,AT4G15650,AT4G17710,AT4G23890,AT4G28860,AT4G31615,AT5G45115,AT5G48520,AT5G53810,AT5G54950,AT5G57210,AT5G60340,AT5G60350,AT5G66840",40,40,10042,train,ath00130,KEGG,Specialized/other biosynthesis,NA,NA,NA,NA,NA,NA,0.0,NA,1.0,0,40,NA,NA,NA,0,0.075,ath01100
TRAIN_NEG_seed42_full_replacement_shuffled_0036,full_replacement_shuffled,"AT1G01540,AT1G02350,AT1G06140,AT1G12750,AT1G14590,AT1G16250,AT1G23140,AT1G34160,AT1G36005,AT1G48060,AT1G57906,AT1G62000,AT1G65360,AT1G67310,AT2G02450,AT2G12462,AT2G14800,AT2G16210,AT2G17250,AT2G20810,AT2G20921,AT2G23350,AT2G26730,AT2G31300,AT2G45220,AT2G45406,AT3G03900,AT3G06560,AT3G13300,AT3G21430,AT3G24600,AT3G25740,AT3G44990,AT3G61430,AT3G61810,AT3G62660,AT4G05475,AT4G11740,AT4G12860,AT4G14605,AT4G18130,AT4G21160,AT4G23640,AT4G37330,AT5G03200,AT5G04530,AT5G07260,AT5G16480,AT5G17150,AT5G17770,AT5G19040,AT5G22190,AT5G27960,AT5G28560,AT5G40490,AT5G43930,AT5G46460,AT5G50665,AT5G53860,AT5G62360,AT5G64680,AT5G65060",62,62,10042,train,ath03060,KEGG,Other KEGG/cellular,NA,NA,NA,NA,NA,NA,0.0,NA,1.0,0,62,NA,NA,NA,0,0.16666666666666666,AC_PWY-5340
TRAIN_NEG_seed42_full_replacement_shuffled_0037,full_replacement_shuffled,"AT1G66850,AT2G41550,AT3G05270,AT3G22840,AT4G24310,AT4G24530,AT4G30040,AT5G52400",8,8,10042,train,ath04081,KEGG,Signalling/regulatory,NA,NA,NA,NA,NA,NA,0.0,NA,1.0,0,8,NA,NA,NA,0,0.0,
TRAIN_NEG_seed42_full_replacement_shuffled_0038,full_replacement_shuffled,"AT1G04240,AT1G32030,AT1G48970,AT2G17760,AT2G41050,AT4G07666,AT4G26430,AT5G09630",8,8,10042,train,ath04820,KEGG,Other KEGG/cellular,NA,NA,NA,NA,NA,NA,0.0,NA,1.0,0,8,NA,NA,NA,0,0.125,ath04075
TRAIN_NEG_seed42_full_replacement_shuffled_0039,full_replacement_shuffled,"AT2G07360,AT2G29400,AT2G40935,AT2G44900,AT3G27050,AT4G32290,AT5G35830",7,7,10042,train,AC_VALSYN-PWY,AraCyc,Amino acid metabolism,NA,NA,NA,NA,NA,NA,0.0,NA,1.0,0,7,NA,NA,NA,0,0.14285714285714285,ath03015
TRAIN_NEG_seed42_full_replacement_shuffled_0040,full_replacement_shuffled,"AT1G24560,AT1G24822,AT1G70030,AT1G74750,AT2G03667,AT2G38250,AT3G05590,AT3G43470,AT3G57570,AT3G61830,AT4G03570,AT4G27080,AT4G37483,AT4G39800,AT5G19020,AT5G39170",16,16,10042,train,AC_PWY-7208,AraCyc,Degradation/catabolism,NA,NA,NA,NA,NA,NA,0.0,NA,1.0,0,16,NA,NA,NA,0,0.16666666666666666,AC_PWY-2301
TRAIN_NEG_seed42_full_replacement_shuffled_0041,full_replacement_shuffled,"AT1G04650,AT1G05330,AT1G10290,AT1G14650,AT1G18070,AT1G18197,AT1G32630,AT1G46768,AT1G47270,AT1G68260,AT1G70070,AT1G76940,AT1G78720,AT2G03000,AT2G03965,AT2G07634,AT2G27900,AT2G28405,AT2G34630,AT2G35470,AT2G38195,AT2G43445,AT3G01190,AT3G01380,AT3G07680,AT3G13780,AT3G14260,AT3G16990,AT3G25220,AT3G29390,AT3G59210,AT4G09580,AT4G10260,AT4G15530,AT4G20140,AT4G23420,AT4G30360,AT4G31130,AT5G01270,AT5G02645.1,AT5G05610,AT5G09500,AT5G10080,AT5G17900,AT5G19070,AT5G25220,AT5G36690,AT5G44150,AT5G53720,AT5G54440,AT5G63270",51,51,10042,train,AC_PWY-1042,AraCyc,Carbohydrate metabolism,NA,NA,NA,NA,NA,NA,0.0,NA,1.0,0,51,NA,NA,NA,0,0.16666666666666666,AC_PWY-5366
TRAIN_NEG_seed42_full_replacement_shuffled_0042,full_replacement_shuffled,"AT1G53890,AT2G25120,AT2G32190,AT3G01170,AT3G13500,AT3G13780,AT3G23300,AT3G58880,AT4G12820,AT4G32540",10,10,10042,train,AC_PWY-6367,AraCyc,Other AraCyc,NA,NA,NA,NA,NA,NA,0.0,NA,1.0,0,10,NA,NA,NA,0,0.1,AC_PWY-581
TRAIN_NEG_seed42_full_replacement_shuffled_0043,full_replacement_shuffled,"AT1G01690,AT1G04310,AT1G06190,AT1G09640,AT1G10350,AT1G12064,AT1G13200,AT1G13450,AT1G16880,AT1G17430,AT1G23670,AT1G23960,AT1G27008,AT1G30950,AT1G31335,AT1G36000,AT1G37020,AT1G47960,AT1G48150,AT1G48990,AT1G50280,AT1G54850,AT1G56320,AT1G61970,AT1G63020,AT1G64300,AT1G66855,AT1G68875,AT1G70860,AT1G71430,AT1G74820,AT1G75010,AT1G76880,AT1G77710,AT1G79420,AT2G04063,AT2G04650,AT2G07120,AT2G13845,AT2G14110,AT2G21880,AT2G24430,AT2G27080,AT2G27315,AT2G29640,AT2G31730,AT2G31850,AT2G33350,AT2G34925,AT2G36300,AT2G37190,AT2G40090,AT2G46480,AT3G04170,AT3G05545,AT3G05630,AT3G06120,AT3G08510,AT3G09370,AT3G09590,AT3G10870,AT3G12890,AT3G14130,AT3G21730,AT3G25940,AT3G42140,AT3G42160,AT3G43415,AT3G47680,AT3G48830,AT3G49970,AT3G53410,AT3G55650,AT3G59970,AT3G61720,AT4G03330,AT4G07400,AT4G12050,AT4G13290,AT4G17900,AT4G18810,AT4G21920,AT4G24350,AT4G26520,AT4G30790,AT5G05140,AT5G06530,AT5G08650,AT5G09750,AT5G14890,AT5G16410,AT5G19980,AT5G22799,AT5G47160,AT5G47840,AT5G51820,AT5G52860,AT5G58270,AT5G60030,AT5G60050,AT5G60490,AT5G61240",102,102,10042,train,ath00480,KEGG,Other KEGG/cellular,NA,NA,NA,NA,NA,NA,0.0,NA,1.0,0,102,NA,NA,NA,0,0.16666666666666666,AC_PWY-6147
TRAIN_NEG_seed42_full_replacement_shuffled_0044,full_replacement_shuffled,"AT1G14470,AT1G34110,AT1G50900,AT1G61850,AT1G70990,AT2G36350,AT3G54110,AT5G05170,AT5G07160,AT5G19550,AT5G26300,AT5G35730,AT5G44040",13,13,10042,train,ath00514,KEGG,Carbohydrate metabolism,NA,NA,NA,NA,NA,NA,0.0,NA,1.0,0,13,NA,NA,NA,0,0.1111111111111111,AC_ASPARTATE-DEG1-PWY
TRAIN_NEG_seed42_full_replacement_shuffled_0045,full_replacement_shuffled,"AT1G04640,AT1G71070,AT1G79270,AT3G01280,AT3G16370,AT3G28060,AT4G17070,AT5G01690,AT5G02250,AT5G49540",10,10,10042,train,AC_PWY-6115,AraCyc,Specialized/other biosynthesis,NA,NA,NA,NA,NA,NA,0.0,NA,1.0,0,10,NA,NA,NA,0,0.2,AC_PWY0-501
TRAIN_NEG_seed42_full_replacement_shuffled_0046,full_replacement_shuffled,"AT1G02690,AT1G08810,AT1G68880,AT1G77270,AT1G78780,AT3G45110,AT3G52570,AT3G55020,AT4G00650,AT4G17940,AT4G28150,AT4G29070,AT5G08335,AT5G18060,AT5G52610",15,15,10042,train,AC_PWY-5097,AraCyc,Amino acid metabolism,NA,NA,NA,NA,NA,NA,0.0,NA,1.0,0,15,NA,NA,NA,0,0.06666666666666667,ath00900
TRAIN_NEG_seed42_full_replacement_shuffled_0047,full_replacement_shuffled,"AT1G03810,AT1G06130,AT1G07720,AT1G11810,AT1G12740,AT1G21360,AT1G28440,AT1G30160,AT1G51080,AT1G52220,AT1G59560,AT1G61780,AT1G68940,AT1G72050,AT1G80245,AT2G02540,AT2G07772,AT2G16430,AT2G17170,AT2G18280,AT2G32710,AT2G40800,AT3G01475,AT3G01510,AT3G08810,AT3G10460,AT3G12980,AT3G19960,AT3G22930,AT3G24580,AT3G26480,AT3G44261,AT3G44805,AT3G46140,AT3G46890,AT3G48610,AT3G49890,AT3G51870,AT3G51940,AT3G52440,AT3G53305,AT3G53330,AT3G54170,AT3G61430,AT4G00840,AT4G16165,AT4G21450,AT4G25225,AT4G26400,AT4G35480,AT4G38905,AT5G03630,AT5G15740,AT5G22799,AT5G28850,AT5G29613,AT5G43100,AT5G44490,AT5G48890,AT5G52340,AT5G55330,AT5G55900,AT5G57050,AT5G65950,AT5G66300",65,65,10042,train,ath00240,KEGG,Other KEGG/cellular,NA,NA,NA,NA,NA,NA,0.0,NA,1.0,0,65,NA,NA,NA,0,0.125,AC_PWY-6724
TRAIN_NEG_seed42_full_replacement_shuffled_0048,full_replacement_shuffled,"AT1G02090,AT1G10990,AT1G27650,AT1G51405,AT1G61680,AT1G65740,AT1G67775,AT2G01420,AT2G02250,AT2G03170,AT2G04880,AT2G18060,AT2G18670,AT2G20760,AT2G26460,AT2G26690,AT2G30925,AT2G39290,AT2G39900,AT2G43590,AT2G45200,AT3G07610,AT3G15850,AT3G53830,AT3G62590,AT4G01570,AT4G11640,AT4G21000,AT4G36810,AT4G37180,AT5G02850,AT5G22560,AT5G22820,AT5G23960,AT5G24980,AT5G25180,AT5G25430,AT5G36870,AT5G37415,AT5G44090,AT5G50810,AT5G59470,AT5G66880",43,43,10042,train,ath00592,KEGG,Lipid metabolism,NA,NA,NA,NA,NA,NA,0.0,NA,1.0,0,43,NA,NA,NA,0,0.16666666666666666,ath00470
TRAIN_NEG_seed42_full_replacement_shuffled_0049,full_replacement_shuffled,"AT1G09400,AT1G11390,AT1G54510,AT1G67460,AT2G03570,AT2G22170,AT2G26380,AT2G35080,AT2G38000,AT2G45000,AT3G08520,AT3G25910,AT4G12495,AT4G14600,AT4G15180,AT4G32860,AT5G01170,AT5G09260,AT5G35230,AT5G36240,AT5G54062",21,21,10042,train,AC_PWY-6040,AraCyc,Specialized/other biosynthesis,NA,NA,NA,NA,NA,NA,0.0,NA,1.0,0,21,NA,NA,NA,0,0.09523809523809523,ath01100
TRAIN_NEG_seed42_full_replacement_shuffled_0050,full_replacement_shuffled,"AT1G05035,AT1G05190,AT1G08440,AT1G12663,AT1G19565,AT1G32500,AT1G56400,AT1G64880,AT1G65330,AT1G68440,AT1G69650,AT1G72050,AT1G72860,AT1G76450,AT1G78210,AT2G01460,AT2G05645,AT2G25460,AT2G30766,AT2G41210,AT2G44680,AT3G01260,AT3G14460,AT3G15370,AT3G19300,AT3G23420,AT3G28710,AT3G31402,AT3G42870,AT3G48160,AT3G60500,AT4G00530,AT4G05240,AT4G12740,AT4G18830,AT4G19350,AT4G22890,AT4G33420,AT4G36030,AT5G23260,AT5G44540,AT5G46115,AT5G48590,AT5G56880,AT5G58820,AT5G66520",46,46,10042,train,AC_PWY-561,AraCyc,Degradation/catabolism,NA,NA,NA,NA,NA,NA,0.0,NA,1.0,0,46,NA,NA,NA,0,0.08695652173913043,ath01100
TRAIN_NEG_seed42_full_replacement_shuffled_0051,full_replacement_shuffled,"AT1G48360,AT2G27960,AT2G39350,AT4G04480,AT5G08505",5,5,10042,train,AC_PWY-5859,AraCyc,Specialized/other biosynthesis,NA,NA,NA,NA,NA,NA,0.0,NA,1.0,0,5,NA,NA,NA,0,0.2,AC_PWY-6842
TRAIN_NEG_seed42_full_replacement_shuffled_0052,full_replacement_shuffled,"AT1G32730,AT1G68590,AT2G13895,AT2G46340,AT3G11070,AT3G13410,AT4G08210,AT4G25310,AT4G35490,AT5G23720",10,10,10042,train,AC_PWY-6367,AraCyc,Other AraCyc,NA,NA,NA,NA,NA,NA,0.0,NA,1.0,0,10,NA,NA,NA,0,0.2,AC_PWY-7298
TRAIN_NEG_seed42_full_replacement_shuffled_0053,full_replacement_shuffled,"AT1G07050,AT1G15320,AT1G15430,AT1G19910,AT1G25280,AT2G01950,AT2G22290,AT2G32470,AT2G33685,AT2G36695,AT2G37020,AT2G47790,AT3G01415,AT3G14530,AT3G16550,AT3G18740,AT3G22845,AT3G55680,AT3G62695,AT4G08550,AT4G19610,AT5G06010,AT5G09370,AT5G22310,AT5G27340,AT5G35480,AT5G55508,AT5G65180,AT5G66700",29,29,10042,train,AC_PWY-724,AraCyc,Amino acid metabolism,NA,NA,NA,NA,NA,NA,0.0,NA,1.0,0,29,NA,NA,NA,0,0.06896551724137931,ath01100
TRAIN_NEG_seed42_full_replacement_shuffled_0054,full_replacement_shuffled,"AT1G08005,AT1G21710,AT1G27460,AT1G79510,AT3G24260,AT3G46190,AT4G21410,AT4G27920,AT4G30300,AT5G14290,AT5G40800,AT5G60410",12,12,10042,train,AC_PWY-7560,AraCyc,Other AraCyc,NA,NA,NA,NA,NA,NA,0.0,NA,1.0,0,12,NA,NA,NA,0,0.08333333333333333,ath03410
TRAIN_NEG_seed42_full_replacement_shuffled_0055,full_replacement_shuffled,"AT1G10390,AT2G04630,AT2G32730,AT4G04620,AT4G07990,AT5G19200",6,6,10042,train,AC_PWY-5800,AraCyc,Specialized/other biosynthesis,NA,NA,NA,NA,NA,NA,0.0,NA,1.0,0,6,NA,NA,NA,0,0.16666666666666666,AC_PWY-5129
TRAIN_NEG_seed42_full_replacement_shuffled_0056,full_replacement_shuffled,"AT1G05600,AT1G06180,AT1G18210,AT1G18290,AT1G22570,AT1G25230,AT1G29010,AT1G34200,AT1G44020,AT1G50870,AT1G55790,AT1G71360,AT1G74900,AT2G18370,AT2G19730,AT2G23170,AT2G27020,AT2G29020,AT2G30933,AT2G31020,AT2G37380,AT2G38810,AT2G40850,AT2G46680,AT3G09340,AT3G11825,AT3G14840,AT3G27850,AT3G50300,AT4G05390,AT4G10895,AT4G15630,AT4G23680,AT4G30500,AT4G31110,AT4G35850,AT4G39100,AT5G06710,AT5G24710,AT5G26940,AT5G28290,AT5G36300,AT5G45980,AT5G47070,AT5G54062,AT5G57870,AT5G58620",47,47,10042,train,ath00071,KEGG,Degradation/catabolism,NA,NA,NA,NA,NA,NA,0.0,NA,1.0,0,47,NA,NA,NA,0,0.1111111111111111,ath04082
TRAIN_NEG_seed42_full_replacement_shuffled_0057,full_replacement_shuffled,"AT1G01335,AT1G01350,AT1G13960,AT1G15670,AT1G18310,AT1G19160,AT1G25112,AT1G25280,AT1G31830,AT1G34300,AT1G47570,AT1G50270,AT1G53380,AT1G56270,AT1G56340,AT1G58223,AT1G66640,AT1G67580,AT1G71250,AT1G79320,AT1G80220,AT1G80690,AT2G13720,AT2G14720,AT2G15620,AT2G24210,AT2G25950,AT2G26730,AT2G35070,AT2G35260,AT2G36420,AT2G37860,AT2G37940,AT2G39700,AT2G41940,AT2G42395,AT2G44230,AT2G45050,AT2G45660,AT3G01590,AT3G03160,AT3G03272,AT3G05310,AT3G05365,AT3G07100,AT3G09880,AT3G15480,AT3G15810,AT3G16770,AT3G24225,AT3G28630,AT3G43160,AT3G43570,AT3G44763,AT3G44800,AT3G47190,AT3G47860,AT3G55860,AT4G03470,AT4G04404,AT4G07670,AT4G10700,AT4G15080,AT4G16550,AT4G23140,AT4G25420,AT5G03553,AT5G06470,AT5G07545,AT5G08550,AT5G08565,AT5G11880,AT5G16840,AT5G17380,AT5G17700,AT5G20280,AT5G23980,AT5G24820,AT5G25090,AT5G27870,AT5G38430,AT5G40290,AT5G42120,AT5G43040,AT5G44670,AT5G49910,AT5G50480,AT5G51080,AT5G51250,AT5G51720,AT5G53400,AT5G54700,AT5G59260,AT5G61412,AT5G62790,AT5G63600,AT5G66770",97,97,10042,train,ath00620,KEGG,Other KEGG/cellular,NA,NA,NA,NA,NA,NA,0.0,NA,1.0,0,97,NA,NA,NA,0,0.16666666666666666,ath00470
TRAIN_NEG_seed42_full_replacement_shuffled_0058,full_replacement_shuffled,"AT1G10745,AT1G22170,AT1G25420,AT1G70360,AT2G17530,AT2G34450,AT2G35680,AT2G47490,AT3G03040,AT3G21070,AT3G29035,AT3G32260,AT3G54510,AT3G57840,AT4G09770,AT4G28405,AT4G39756,AT5G13825,AT5G18705,AT5G21160,AT5G49270",21,21,10042,train,AC_PWY-5687,AraCyc,Other AraCyc,NA,NA,NA,NA,NA,NA,0.0,NA,1.0,0,21,NA,NA,NA,0,0.2,AC_PWY-5269
TRAIN_NEG_seed42_full_replacement_shuffled_0059,full_replacement_shuffled,"AT1G19100,AT2G03470,AT2G37270,AT3G32940,AT3G58480,AT3G59960",6,6,10042,train,AC_PWY-882,AraCyc,Carbohydrate metabolism,NA,NA,NA,NA,NA,NA,0.0,NA,1.0,0,6,NA,NA,NA,0,0.16666666666666666,ath03010
TRAIN_NEG_seed42_full_replacement_shuffled_0060,full_replacement_shuffled,"AT1G06260,AT1G30260,AT1G36623,AT1G67325,AT5G41980",5,5,10042,train,AC_PWY-6613,AraCyc,Degradation/catabolism,NA,NA,NA,NA,NA,NA,0.0,NA,1.0,0,5,NA,NA,NA,0,0.2,AC_PWY-5120
TRAIN_NEG_seed42_full_replacement_shuffled_0061,full_replacement_shuffled,"AT1G06137,AT1G19120,AT1G25150,AT1G34150,AT1G43090,AT2G24030,AT2G30380,AT3G22870,AT3G46700,AT3G52700,AT4G26150,AT4G36570,AT5G43070,AT5G45010",14,14,10042,train,AC_PWY1F-823,AraCyc,Specialized/other biosynthesis,NA,NA,NA,NA,NA,NA,0.0,NA,1.0,0,14,NA,NA,NA,0,0.07142857142857142,AC_PWY-5272
TRAIN_NEG_seed42_full_replacement_shuffled_0062,full_replacement_shuffled,"AT1G19260,AT1G24220,AT1G40083,AT1G50920,AT1G52130,AT1G68530,AT2G14160,AT2G16220,AT2G43470,AT4G08558,AT4G17230,AT4G20160,AT5G05130,AT5G38640,AT5G43750,AT5G47190",16,16,10042,train,AC_PWY-6786,AraCyc,Degradation/catabolism,NA,NA,NA,NA,NA,NA,0.0,NA,1.0,0,16,NA,NA,NA,0,0.0625,AC_PWY-5080
TRAIN_NEG_seed42_full_replacement_shuffled_0063,full_replacement_shuffled,"AT1G03170,AT1G04760,AT1G05205,AT1G09240,AT1G21313,AT1G50520,AT1G65352,AT1G79710,AT2G22465,AT2G30320,AT3G02790,AT3G09650,AT3G10910,AT3G14330,AT3G19390,AT3G25590,AT3G27090,AT3G44265,AT3G61829,AT4G04860,AT4G05220,AT4G16120,AT4G35810,AT5G02280,AT5G05020,AT5G14105,AT5G15860,AT5G38510,AT5G38730,AT5G41510,AT5G53810,AT5G57300",32,32,10042,train,ath00310,KEGG,Degradation/catabolism,NA,NA,NA,NA,NA,NA,0.0,NA,1.0,0,32,NA,NA,NA,0,0.2,AC_PWY-5957
TRAIN_NEG_seed42_full_replacement_shuffled_0064,full_replacement_shuffled,"AT1G19565,AT1G21925,AT1G30020,AT1G34827,AT1G47340,AT1G55945,AT2G31440,AT2G33160,AT3G05000,AT3G23960,AT3G30222,AT3G42770,AT3G45980,AT3G60440,AT4G02760,AT4G27610,AT4G29760,AT5G03440,AT5G27200,AT5G49520,AT5G49850,AT5G58787",22,22,10042,train,AC_PWY-8321,AraCyc,Specialized/other biosynthesis,NA,NA,NA,NA,NA,NA,0.0,NA,1.0,0,22,NA,NA,NA,0,0.045454545454545456,ath04519
TRAIN_NEG_seed42_full_replacement_shuffled_0065,full_replacement_shuffled,"AT1G01210,AT1G03103,AT1G04180,AT1G05180,AT1G05840,AT1G06850,AT1G07650,AT1G08210,AT1G10060,AT1G12780,AT1G12805,AT1G14770,AT1G16022,AT1G17450,AT1G22040,AT1G24180,AT1G25540,AT1G27400,AT1G33500,AT1G43005,AT1G44120,AT1G44960,AT1G47603,AT1G52390,AT1G52830,AT1G53390,AT1G53580,AT1G56520,AT1G61240,AT1G66560,AT1G66600,AT1G67180,AT1G68200,AT1G69550,AT1G69790,AT1G71360,AT1G73250,AT1G74160,AT1G76910,AT1G79110,AT1G79560,AT2G03220,AT2G05753,AT2G07440,AT2G10440,AT2G14830,AT2G17670,AT2G19410,AT2G23140,AT2G23260,AT2G24790,AT2G28630,AT2G30970,AT2G36724,AT2G37950,AT2G40004,AT2G40280,AT2G47180,AT2G47530,AT3G05936,AT3G05980,AT3G06000,AT3G07550,AT3G07830,AT3G09760,AT3G10740,AT3G12240,AT3G13680,AT3G17460,AT3G18190,AT3G18640,AT3G19553,AT3G19810,AT3G20350,AT3G21215,AT3G22142,AT3G22530,AT3G24503,AT3G28910,AT3G29763,AT3G30235,AT3G44300,AT3G44435,AT3G44620,AT3G44980,AT3G45780,AT3G48690,AT3G48950,AT3G53180,AT3G54580,AT3G56630,AT3G57190,AT3G60160,AT3G61198.1,AT4G00315,AT4G00680,AT4G00940,AT4G08625.1,AT4G12520,AT4G14510,AT4G15290,AT4G15770,AT4G17030,AT4G18430,AT4G20565,AT4G21192,AT4G22285,AT4G25250,AT4G27390,AT4G29520,AT4G29600,AT4G29850,AT4G32950,AT4G33860,AT4G34840,AT5G01240,AT5G01305,AT5G03070,AT5G03160,AT5G03250,AT5G03995,AT5G07810,AT5G10300,AT5G13400,AT5G14120,AT5G15010,AT5G15680,AT5G17890,AT5G19240,AT5G19510,AT5G19600,AT5G20650,AT5G23460,AT5G23820,AT5G23960,AT5G28380,AT5G28390,AT5G38920,AT5G39024,AT5G40140,AT5G42810,AT5G43401,AT5G43780,AT5G44020,AT5G44360,AT5G46300,AT5G50910,AT5G54840,AT5G55780,AT5G55980,AT5G58575,AT5G60540,AT5G62573,AT5G63790,AT5G66240,AT5G67290",156,156,10042,train,ath04144,KEGG,Other KEGG/cellular,NA,NA,NA,NA,NA,NA,0.0,NA,1.0,0,156,NA,NA,NA,0,0.2,AC_ASPARAGINE-DEG1-PWY
TRAIN_NEG_seed42_full_replacement_shuffled_0066,full_replacement_shuffled,"AT1G04250,AT1G09794,AT1G17460,AT1G23280,AT1G49660,AT1G60650,AT1G70970,AT1G75980,AT1G76400,AT2G18970,AT2G25470,AT2G27300,AT2G27360,AT2G34630,AT2G37880,AT3G01180,AT3G11520,AT3G27690,AT3G44090,AT3G52800,AT3G59310,AT3G61410,AT3G62110,AT4G00230,AT4G35440,AT4G38930,AT5G10490,AT5G18800,AT5G26262,AT5G34870,AT5G35970,AT5G38865,AT5G39840,AT5G40560,AT5G42070,AT5G48910,AT5G50950,AT5G56500,AT5G67180",39,39,10042,train,AC_PWY-6352,AraCyc,Specialized/other biosynthesis,NA,NA,NA,NA,NA,NA,0.0,NA,1.0,0,39,NA,NA,NA,0,0.15384615384615385,ath01100
TRAIN_NEG_seed42_full_replacement_shuffled_0067,full_replacement_shuffled,"AT1G01730,AT1G02420,AT1G02575,AT1G20300,AT1G26510,AT1G29570,AT1G32960,AT1G43800,AT1G67025,AT2G03250,AT2G16600,AT2G20760,AT2G28725,AT2G47170,AT2G47500,AT3G10240,AT3G28570,AT3G30805,AT3G48800,AT3G49190,AT3G49750,AT3G51690,AT3G63000,AT3G63380,AT3G63470,AT4G05631,AT4G20160,AT4G21260,AT4G21410,AT4G31050,AT4G37140,AT5G10010,AT5G12330,AT5G12970,AT5G16285,AT5G19473,AT5G24450,AT5G25220,AT5G27560,AT5G42310,AT5G51760,AT5G55340,AT5G67620",43,43,10042,train,AC_CITRULBIO-PWY,AraCyc,Specialized/other biosynthesis,NA,NA,NA,NA,NA,NA,0.0,NA,1.0,0,43,NA,NA,NA,0,0.2,AC_PWY0-501
TRAIN_NEG_seed42_full_replacement_shuffled_0068,full_replacement_shuffled,"AT1G15350,AT1G43665,AT2G26110,AT3G24514,AT3G45000,AT4G29000,AT5G35790",7,7,10042,train,AC_DTDPRHAMSYN-PWY,AraCyc,Specialized/other biosynthesis,NA,NA,NA,NA,NA,NA,0.0,NA,1.0,0,7,NA,NA,NA,0,0.14285714285714285,AC_OXIDATIVEPENT-PWY
TRAIN_NEG_seed42_full_replacement_shuffled_0069,full_replacement_shuffled,"AT1G12780,AT1G17580,AT1G18120,AT1G35210,AT1G56200,AT1G73670,AT1G77525,AT2G07040,AT2G28900,AT2G32270,AT2G34840,AT3G08940,AT3G12480,AT3G23140,AT3G25265,AT3G28660,AT3G53120,AT4G02489,AT4G04880,AT4G09320,AT4G13650,AT4G14080,AT4G18600,AT4G24615,AT4G35685,AT5G01017,AT5G06810,AT5G39330,AT5G42520",29,29,10042,train,AC_PWY-5121,AraCyc,Specialized/other biosynthesis,NA,NA,NA,NA,NA,NA,0.0,NA,1.0,0,29,NA,NA,NA,0,0.10344827586206896,ath01100
TRAIN_NEG_seed42_full_replacement_shuffled_0070,full_replacement_shuffled,"AT1G32300,AT1G67410,AT2G03710,AT2G41750,AT3G62560",5,5,10042,train,AC_PWY-4861,AraCyc,Specialized/other biosynthesis,NA,NA,NA,NA,NA,NA,0.0,NA,1.0,0,5,NA,NA,NA,0,0.2,AC_PWY-5980
TRAIN_NEG_seed42_full_replacement_shuffled_0071,full_replacement_shuffled,"AT1G12050,AT1G17110,AT1G17870,AT1G18550,AT1G19870,AT1G21510,AT1G22570,AT1G24575,AT1G25300,AT1G28160,AT1G30100,AT1G31380,AT1G33560,AT1G47389,AT1G48750,AT1G49100,AT1G52520,AT1G53080,AT1G53130,AT1G55160,AT1G55180,AT1G55670,AT1G60460,AT1G60720,AT1G64300,AT1G65180,AT1G65280,AT1G68060,AT1G68310,AT1G70180,AT1G70990,AT1G72310,AT1G73080,AT1G74190,AT1G74220,AT1G77620,AT1G77815,AT1G77930,AT2G02250,AT2G02525,AT2G04190,AT2G15430,AT2G18490,AT2G18730,AT2G21300,AT2G21440,AT2G25440,AT2G25840,AT2G26960,AT2G27505,AT2G28440,AT2G30490,AT2G30580,AT2G30890,AT2G32230,AT2G33700,AT2G34890,AT2G39270,AT2G39620,AT2G44525,AT2G46960,AT3G01090,AT3G03190,AT3G04500,AT3G05936,AT3G07600,AT3G10610,AT3G16520,AT3G16760,AT3G33393,AT3G48790,AT3G49890,AT3G50890,AT3G51510,AT3G52280,AT3G60060,AT3G60850,AT3G61113,AT3G63350,AT4G02350,AT4G08685,AT4G09170,AT4G12720,AT4G13510,AT4G14147,AT4G17270,AT4G18110,AT4G20320,AT4G20645,AT4G23050,AT4G23650,AT4G24930,AT4G26680,AT4G31440,AT4G31850,AT4G32460,AT4G33930,AT5G01250,AT5G02340,AT5G04090,AT5G06550,AT5G07790,AT5G09250,AT5G11220,AT5G12235,AT5G15100,AT5G15450,AT5G16440,AT5G28840,AT5G36730,AT5G36780,AT5G38120,AT5G39090,AT5G46690,AT5G47229,AT5G47840,AT5G48920,AT5G50115,AT5G50470,AT5G53160,AT5G61200,AT5G61560,AT5G62300,AT5G64890,AT5G66930",125,125,10042,train,ath00270,KEGG,Amino acid metabolism,NA,NA,NA,NA,NA,NA,0.0,NA,1.0,0,125,NA,NA,NA,0,0.2,ath00601
